dialogue,emotion
" Great ! Wait here ? You don ’ t have enough room for the amplifiers , microphones or even your drums ! By the way where do you keep them or practice ? ",joy
" Oh , thanks a lot . ",joy
 I'll see you at the airport at 12 thirty P . m . ,other
 Ok . See you tomorrow . ,joy
" Maybe not , thank you all the same then . ",joy
 I just wanted to say thanks for putting us on the map so fast . I appreciate it . ,joy
That is the most beautiful sunset ! ,joy
 Let's stop the car and enjoy it for a minute . ,joy
 Here is a good place . Let's get out . ,joy
 Wow . We don't get to see this in the city ! ,joy
 Mother Nature is quite an artist . ,joy
 Look behind us at the mountains ! They're reflecting pink ! ,joy
 Amazing . The sun is almost gone and yet there is still color everywhere ! ,joy
 Where is our camera ? Let's see if we can catch this on film ! ,joy
What a nice day ! Why don't we go for an outing ? ,joy
 Sure.Where would you suggest ? ,joy
 How about going to the suburbs ? ,joy
 Sounds good . ,joy
Why didn't you tell me you had a girlfriend ? ,anger
 You can't be serious . How dare you not tell me you were going to marry her ? ,anger
" Oh , you men ! You're all the same . ",anger
 Really ! What's the matter with him ? ,other
 the end of all the hard work for my master's . what a nice feeling to get my degree ! ,joy
" Mary , don't move . Stand right there . It's a good shot . The background is very pretty . ",joy
" Great ! Warm up with some scales and arpeggios first . Good , good . This week , work on keeping the rhythm steady when you play the last part with the sixteenth note . Now let ’ s take a look at this ",joy
" That's ok , keep going , you ’ re moving ahead by leaps and bounds . Watch your dynamics ! Keep your elbows lifted . Remember to stroke the keys , don ’ t pound . That ’ s better ! Remember that as a pianist or any ",joy
 Angry ? Why would I be ? ,other
" Come on . Dating is a part of young people's social life . Besides , you're sixteen already . ",joy
 I'm glad that you see it that way . ,joy
 Do you want to borrow my coat ? I have a black coat that would look smashing on you . ,joy
" Thank you so much , Lisa ! ",joy
"Hi , Mary , long time no see . ",joy
 I heard through the grapevine that your getting married . ,joy
" Yes , next March . ",joy
" Congratulations , I hope everything works out . ",joy
 didn't they announce that our flight was delayed ? ,other
" I fell on the way to school , and your bike got scratched . I'm really sorry . ",sadness
" No , thank you . ",joy
" I appreciate that , thank you . ",joy
 Merry Christmas to you ! ,joy
"Hello ! I'm Penny , I moved here just now . ",joy
" Oh , Penny , I'm Leonard , glad to meet you . ",joy
 Yes . Would you like to come here later to have a coffee ? Bring all your family . ,joy
 We'd like to . Can you tell me when we go ? ,joy
 About 4 . ,joy
 OK . Do you want us to bring something ? ,joy
" No , just come here . ",joy
" OK , see you later . ",joy
 Bye . ,joy
" Oh , how dreadful ! I ’ m ever so sorry . ",other
 Thank God ! ,joy
"I do feel like a trip to Florida on such a gloomy day in New York , to enjoy the sunshine while lying on the beaches of Florida . ",joy
 That's a great idea . It's the best season for tourists in Florida . You can also get a good sun-tan there . ,joy
I just finished reading this article ' Getting Old Gracefully ' . It's a very good article . ,joy
 A lot of things . There is a part about how old people should accept being old and stop feeling restless . You really should read it . ,joy
 Thank you . But I don't think I'll bother . ,joy
Thanks for coming shopping with me . ,joy
 I'm so honored that you thought to ask me . ,joy
 I've never given a speech in front of a thousand people before . ,joy
 You're going to do great . And you're going to look great . ,joy
 Thanks . Now let's decide which one of these suits looks best for this occasion . ,joy
 I still like the olive one best . There's a tailor here who can take up the sleeves for you . ,joy
 We're waiting in line to get one of Master Li's Chinese couplets . I got one last year and I had good luck all year ! ,joy
 He's Taipei's most famous calligraphy master ! Quick ! Get in line ! ,joy
 I will ! I could use some good luck ! ,joy
" Well , I wish you luck here . ",joy
 I ’ m sure I ’ ll like it here . ,joy
"It ’ s so relaxing , taking a walk in the country . The air is so fresh and clean . ",joy
" Well , I hate the noise in the city , but I love being around lost of people . The problem is that you can ’ t have lots of people and have peace and quiet . The two just don ’ t go together . ",other
" I would love to be surrounded by hills and streams . They ’ re so much better to look at than concrete , rows of parked cars and tall buildings . ",joy
" I would love to hear the birds singing and feel the fresh breeze on my face . When the wind blows in the city , you get dust in your mouth and in your eyes . ",joy
 The view from the hill is so beautiful and relaxing . There ’ s so sign of pollution . The village looks so peaceful . ,joy
 You ’ re right . I would have to travel to the city at least once a week to go shopping and see friends . I would hate living in the country ! ,joy
 That's a great idea . Why don't you call him . I already talked to him a couple of times and it might be good for him to hear from somebody else . ,joy
 Ok . I'll call you back after I'm done . ,joy
 Sounds good . ,joy
" Are you sure ? He is quite young , isn't he ? ",other
 Really ? He looks so young . ,other
"Hello , Steven . Congratulations ! ",joy
 Thank you . ,joy
 How's your married life ? ,joy
 We're happy together now . We both think that we're a well-matched couple . ,joy
 That's very good . It's said that marriage is the Ab of love . But the words may not be right . ,joy
 The situation differs in person . ,joy
" What ? ! Isn't there a law against that , I think there is some legislation that requires employers to give their employees a fair rate of wages . You should know your rights ! If you are putting in so many hours , they should give you some kind of compensation . ",other
 That's just wrong ! why don't you just quit ? ,anger
 it sounds like any job will be better than the one you have now ! ,anger
"The tranquility of the night , the chirping of some insects , everything is so natural ! ",joy
 I felt as if I had been in a different world . ,joy
" And I was overwhelmed by this scene , too . ",joy
 why ? It ’ s unfair . You can learn a lot from it . ,other
" ok , I ’ ll do that . Thank you , Iris . ",joy
" sure . Good luck , Maria ! ",joy
 That ’ s too much . ,anger
 Oh really ? It ’ ll be nice and warm there . Have you been there before ? ,other
" Yes , actually it ’ s my second visit . I was there last October . ",joy
 I see . What ’ s it like there ? ,joy
" Well , the life style is much more relaxed than here in the city . And the seafood is tastier ! ",joy
" Well , have a great time ! ",joy
My girlfriend dumped me . ,sadness
" Yes , I know , sir . I'm sorry . ",sadness
 Very nice . Thank you for your time . ,joy
 I surely know that . Don't forget that I am a regular customer here . ,joy
 I think you can go to visit the museum . It's worth seeing . You can go to the square some other time . ,joy
 Good idea . Thanks a billion . ,joy
 I did a B . A . in economics . Remember ? ,joy
 Well . I ’ m rather disappointed with it . ,other
 It ’ s too old . And it isn ’ t as specious as I expected . ,other
 Would you like to have lunch with me ? ,joy
 Yes . When ? ,joy
" OK , how about 12:30 PM ? ",joy
 OK . Where ? ,joy
 How about Bill's Seafood Restaurant ? ,joy
" Oh , Where is that ? ",joy
 It's on 7th Street . ,joy
" OK , I'll meet you there . ",joy
How have you been ? ,joy
" Fine , thanks . How about you ? ",joy
"Hi , Monica , congratulations ! Your presentation at the meeting was very successful and everyone was impressed by your speech . And it was so persuasive and I bet our clients will be convinced to invest their money in this project . You really made a big contribution to our company . ",joy
" Thank you , I just tried my best . I am very happy to know you like it . ",joy
" You must have been prepared for a long time . Some statistics in this presentation are not easy to find , right ? ",joy
" Well , yes . Several colleagues from different departments helped me with that . They are very supportive . I consulted an economic expert last week . He was very kind to give valuable suggestions . ",joy
" Now , the effort pays off . You have accomplished something . ",joy
" Come on , don ’ t flatter me anymore . I took the job because I love being challenged . But I can ’ t get this turned around without the support from you people . ",joy
 See you on Moday.Have a great weekend . ,joy
 You too.Thanks for dropping in . ,joy
 It's very impressive . Can you use the Internet on your phone ? ,joy
 That's really convenient . Does it have the Bluetooth ? ,joy
"Good morning , Mary ! ",joy
" Good morning , John ! ",joy
" I'd be delighted to , John . Saturday did you say ? ",joy
" I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ? ",joy
" Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner . ",joy
 That sounds fine . I'll be there around seven . ,joy
Don't worry . I'm sure you'll do better next time . ,joy
 Oh ! That's much hetter than I did . ,joy
 Can you tell me how to improve myself ? ,joy
 There's no secret at all . The only thing for you to do is to practice more . You will succeed . ,joy
 Thank you for your encouragement . ,joy
 It's a pleasure . Come on . I'm on your side . ,joy
 Take care and give my best to you parents . ,joy
" Thank you , I will . Hope to see you again next year . ",joy
 Why ? You make me confused . ,other
 Okay . Thanks for your help . ,joy
" August bride . How nice ! By the way , who is going to be the matron of honor ? ",joy
" Oh , shut up , will you ? It was all your fault.If you'd kept quite this would never have happened . ",anger
" Oh , so it was my fault , was it ? If I hadn't warned you in time it would have been much worse . ",anger
 I didn't sleep a wink last night . ,sadness
" Well , I am under a lot of pressure . My boss is very pushy . He assigned me three projects . Now the deadlines are near , and I still have not finished all of my projects . ",sadness
